race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,extraversion,neuroticism,agreeableness,conscientiousness,openness
11,21,Not English (native),Male,Right,Test site,PH,2,1,5,2,3,2,2,1,1,1,2,3,3,3,2,3,2,2,3,1,4,5,4,4,2,5,3,4,3,4,4,5,4,4,4,5,3,3,5,3,3,4,4,5,4,5,4,2,2,3,2,2.4,3.8,4,3.6
3,34,English (native),Male,Right,Test site,AU,1,2,3,2,2,4,1,1,1,1,1,1,3,2,3,2,2,1,2,1,3,3,3,5,5,4,2,3,3,3,4,4,5,5,1,1,2,3,3,3,5,3,1,3,5,1,5,2,5,4,1.8,1.8,3.4,3.1,3.4
3,13,English (native),Female,Right,Test site,AU,4,2,4,1,1,5,5,4,4,1,4,2,4,4,1,1,3,4,3,3,3,4,4,3,5,4,5,3,3,2,3,2,5,5,1,4,4,4,4,5,5,5,2,3,5,3,5,4,2,3,3.1,2.9,3.6,3.7,3.7
3,24,English (native),Male,Right,Test site,GB,3,2,4,4,3,3,3,3,3,3,2,2,3,3,2,3,4,2,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,5,5,2,4,4,4,4,4,3,4,4,4,4,4,3.1,2.7,3.9,3.8,3.9
4,28,Not English (native),Female,Right,Test site,IN,3,3,3,1,2,4,3,1,2,1,5,2,5,3,4,5,3,5,3,4,1,3,5,5,1,3,4,5,5,3,3,1,5,2,3,1,3,1,3,2,1,5,5,1,3,5,5,1,2,3,2.3,3.9,3.5,2.4,3.1
13,38,Not English (native),Female,Right,Test site,IN,1,3,2,1,3,4,1,2,2,1,5,5,5,5,4,5,4,3,5,5,4,3,2,4,3,2,4,4,4,2,3,2,5,2,2,1,4,3,2,5,5,5,5,5,5,5,4,5,5,5,2,4.6,3.2,2.9,4.9
11,20,Not English (native),Female,Right,Test site,PH,2,4,1,1,1,4,1,1,1,2,4,4,5,5,5,4,4,5,4,5,5,2,3,4,5,5,5,5,5,3,1,2,5,2,1,2,3,3,2,2,4,5,5,5,1,4,3,2,4,4,1.8,4.5,4.2,2.3,3.7
1,33,Not English (native),Male,Right,Test site,ZA,2,1,3,2,2,2,1,5,2,1,2,1,5,3,3,1,2,2,3,2,3,4,4,4,3,5,3,3,4,3,4,4,5,4,4,3,4,4,4,4,2,4,4,4,4,4,4,2,4,4,2.1,2.4,3.6,4,3.6
5,19,Not English (native),Female,Right,Test site,EG,1,1,2,2,1,4,2,1,3,1,2,3,5,1,3,3,1,1,3,3,3,2,3,2,2,5,4,3,5,5,5,5,4,5,5,4,5,3,5,5,4,4,3,3,5,2,5,3,3,5,1.8,2.5,3.4,4.6,3.7
3,64,Not English (native),Male,Right,Test site,PT,1,1,1,1,2,2,1,1,1,5,4,5,5,5,4,5,3,4,4,5,1,2,3,4,4,5,4,3,5,3,2,5,5,4,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,1.6,4.4,3.4,4.2,5
3,19,Not English (native),Male,Right,Test site,RO,1,1,3,3,4,1,1,1,3,1,4,4,4,2,4,4,2,4,4,5,2,1,5,4,1,4,1,4,4,3,3,2,4,3,3,2,4,3,3,4,2,1,3,2,3,3,3,3,5,3,1.9,3.7,2.9,3.1,2.8
3,14,Not English (native),Female,Right,Test site,RO,1,2,1,2,2,3,1,1,1,1,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,2,4,3,4,3,3,5,4,4,2,2,4,3,5,4,4,4,5,3,5,5,5,3,5,5,1.5,4.4,3.6,3.6,4.4
3,22,Not English (native),Male,Right,Test site,NO,2,4,2,2,1,4,4,3,3,2,2,2,2,4,4,2,2,4,3,4,3,4,4,2,4,3,3,4,5,3,4,5,4,4,1,4,3,3,2,4,5,5,5,4,4,5,4,4,4,4,2.7,2.9,3.5,3.4,4.4
11,20,Not English (native),Female,Right,Test site,MY,1,4,3,1,2,5,1,1,1,1,4,1,5,3,5,5,5,4,5,3,4,5,5,3,5,5,5,3,3,3,3,1,4,5,1,1,5,5,5,5,4,5,5,5,5,5,4,3,5,4,2,4,4.1,3.5,4.5
3,36,English (native),Male,Right,Test site,US,4,3,2,3,2,4,1,2,3,1,1,3,2,2,1,4,3,3,3,1,4,4,5,3,2,4,2,2,2,3,4,5,4,4,4,5,5,5,5,5,3,4,5,3,4,5,5,4,2,4,2.5,2.3,3.1,4.6,3.9
3,20,Not English (native),Male,Right,Test site,ES,4,5,5,4,2,3,5,4,5,4,2,2,4,2,4,3,4,3,2,2,1,4,3,4,5,1,4,4,4,5,3,1,4,2,2,2,3,2,1,3,4,3,5,3,4,4,4,3,3,4,4.1,2.8,3.5,2.3,3.7
3,23,Not English (native),Female,Right,Test site,RS,2,1,2,1,4,2,4,1,1,3,1,2,2,4,2,2,1,2,2,2,5,2,4,1,2,2,1,2,2,3,3,1,4,4,3,1,4,4,2,4,2,5,5,5,4,5,5,3,4,5,2.1,2,2.4,3,4.3
5,19,Not English (native),Male,Right,Test site,IN,2,1,4,2,1,1,1,3,4,1,4,4,4,2,5,4,4,3,3,2,5,2,4,4,2,4,4,2,5,5,2,4,5,4,1,1,3,2,1,4,2,2,2,2,3,5,5,1,4,3,2,3.5,3.7,2.7,2.9
13,24,Not English (native),Male,Right,Test site,BR,1,5,4,2,5,5,1,1,1,2,4,5,5,5,4,5,5,4,4,5,5,5,4,4,5,4,5,5,4,1,1,2,5,1,4,1,5,1,4,5,5,2,5,4,5,5,5,4,5,5,2.7,4.6,4.2,2.9,4.5
5,37,Not English (native),Female,Left,Test site,TR,3,3,4,3,4,4,1,2,4,4,5,2,5,1,2,4,1,2,3,3,3,4,5,4,5,5,5,4,5,5,5,2,5,2,3,5,1,4,4,5,4,5,4,5,3,5,4,2,2,2,3.2,2.8,4.5,3.6,3.6
4,23,Not English (native),Female,Right,Test site,IN,3,1,5,3,3,5,1,3,5,1,1,1,3,1,5,5,1,1,1,1,5,5,5,5,3,5,1,5,5,5,3,5,5,5,3,5,1,5,5,5,4,5,5,5,3,5,5,5,3,5,3,2,4.4,4.2,4.5
6,45,Not English (native),Male,Right,Test site,BR,1,1,3,1,3,4,1,1,4,5,5,3,4,4,3,5,4,5,5,4,5,4,3,4,2,5,4,4,5,4,4,4,4,5,4,5,5,5,4,2,4,5,5,4,3,4,4,3,5,3,2.4,4.2,4,4.2,4
3,23,Not English (native),Female,Right,Test site,IT,3,4,4,4,4,4,4,2,3,2,4,2,4,4,2,1,5,5,1,4,4,4,5,4,5,1,5,4,4,4,4,2,4,3,3,2,4,4,2,4,4,4,4,5,4,5,4,4,4,4,3.4,3.2,4,3.2,4.2
4,22,Not English (native),Male,Right,Test site,IN,1,1,1,4,3,1,1,3,5,1,5,5,1,3,2,5,2,5,5,3,5,1,5,5,4,5,2,4,5,5,5,1,5,5,5,5,5,5,5,3,3,5,1,5,3,1,5,5,5,3,2.1,3.6,4.1,4.4,3.6
12,30,Not English (native),Female,Right,Test site,BR,1,2,2,1,2,2,1,1,2,1,2,3,5,3,2,1,1,1,4,3,1,5,5,5,5,5,5,4,5,5,2,5,5,5,5,5,5,4,3,1,4,5,5,4,5,5,5,4,5,4,1.5,2.5,4.5,4,4.6
3,23,Not English (native),Female,Right,Test site,RO,4,3,2,2,2,2,1,2,3,1,4,2,4,2,3,3,3,4,4,2,3,3,5,4,5,5,4,5,4,4,5,5,5,4,5,5,5,4,4,4,4,4,5,4,4,5,4,2,5,4,2.2,3.1,4.2,4.6,4.1
3,21,Not English (native),Male,Right,Test site,PT,3,4,2,4,3,4,3,4,4,2,3,4,4,4,4,4,5,4,4,4,3,3,3,3,3,5,4,4,3,3,2,4,5,3,1,2,3,1,2,1,4,4,4,3,3,4,4,4,3,4,3.3,4,3.4,2.4,3.7
4,31,Not English (native),Female,Right,Test site,IN,1,3,4,3,1,2,1,1,1,1,5,1,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,3,1,1,3,5,5,3,5,3,2,4,5,4,3,3,3,1,5,1,1.8,4.6,4.7,3,3.1
3,52,English (native),Male,Right,Test site,US,2,5,5,4,5,5,5,4,4,4,5,3,5,5,4,4,4,5,5,5,5,4,5,4,4,3,5,4,2,5,4,3,4,4,2,2,4,5,4,2,4,4,5,4,5,5,5,2,4,5,4.3,4.5,4.1,3.4,4.3
3,20,Not English (native),Female,Right,Test site,SI,1,1,1,1,1,1,1,1,1,1,3,4,5,2,3,4,4,2,4,5,3,1,5,4,1,2,1,1,4,3,5,1,5,4,5,1,5,1,5,5,4,5,5,5,2,1,5,3,5,3,1,3.6,2.5,3.7,3.8
5,20,Not English (native),Female,Right,Test site,EG,2,2,3,3,5,3,3,4,3,1,5,4,5,3,4,4,4,3,4,2,1,4,5,4,4,4,3,4,4,5,2,1,3,2,2,1,3,4,3,4,4,3,4,4,4,4,3,3,4,4,2.9,3.8,3.8,2.5,3.7
4,30,Not English (native),Male,Right,Test site,IN,4,2,4,2,3,2,4,2,4,2,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,3,4,4,3,4,4,5,3,4,4,2,4,3,2.9,4,4,3.5,3.6
1,27,Not English (native),Female,Right,Test site,DO,2,2,3,1,4,2,1,1,1,1,4,4,4,3,3,4,4,2,5,3,2,5,5,5,5,5,5,3,5,3,4,3,4,2,4,1,3,5,2,4,4,3,5,4,4,5,4,3,4,5,1.8,3.6,4.3,3.2,4.1
3,35,Not English (native),Female,Left,Test site,RS,2,1,3,2,2,4,1,2,2,3,4,3,3,2,2,2,2,2,2,2,1,4,5,5,4,2,3,4,5,4,3,5,5,4,3,2,3,4,3,2,4,5,4,4,4,5,4,3,3,4,2.2,2.4,3.7,3.4,4
3,25,English (native),Male,Right,Test site,GB,4,5,4,5,4,5,5,4,5,2,4,3,5,5,4,2,2,3,3,3,5,4,2,5,4,3,5,5,4,3,3,4,4,3,3,5,5,5,3,3,3,4,3,3,3,4,5,5,5,4,4.3,3.4,4,3.8,3.9
3,35,Not English (native),Male,Right,Test site,RS,3,4,3,2,3,2,4,2,5,4,4,5,4,3,5,4,4,3,4,3,2,2,3,4,2,4,2,4,3,3,3,3,2,2,3,1,3,3,4,4,2,2,3,4,4,4,4,2,4,4,3.2,3.9,2.9,2.8,3.3
3,29,Not English (native),Male,Right,Test site,PT,2,4,4,1,4,4,3,4,4,2,1,3,5,2,4,2,2,2,2,3,2,4,2,4,4,4,4,4,4,4,2,2,4,1,2,1,3,3,2,2,2,4,4,4,4,4,4,3,4,4,3.2,2.6,3.6,2.2,3.7
1,15,English (native),Male,Right,Test site,US,2,2,2,1,1,2,1,1,1,1,2,2,2,3,2,2,2,1,1,2,5,2,4,4,5,4,3,4,2,3,4,3,3,3,4,2,4,4,3,2,3,4,4,5,5,2,4,3,2,5,1.4,1.9,3.6,3.2,3.7
3,34,Not English (native),Female,Right,Test site,RO,3,5,4,4,5,5,5,4,5,4,5,3,5,3,3,3,3,3,3,3,4,5,4,4,4,3,5,2,5,4,2,2,5,2,3,2,3,3,3,3,4,4,5,4,4,5,4,4,4,4,4.4,3.4,4,2.8,4.2
6,25,English (native),Male,Right,Test site,US,1,2,3,2,2,2,1,5,1,1,3,1,5,3,2,2,5,4,3,5,5,4,5,4,3,5,3,5,4,3,4,4,5,4,1,4,5,4,4,5,4,4,4,4,4,3,5,5,5,3,2,3.3,4.1,4,4.1
13,18,English (native),Female,Right,Test site,DO,3,4,5,3,5,5,5,3,5,2,3,3,5,5,3,2,3,3,2,2,3,5,5,5,5,5,5,5,5,5,4,3,5,4,3,2,5,3,4,5,4,5,5,5,4,5,5,2,3,5,4,3.1,4.8,3.8,4.3
3,18,Not English (native),Male,Right,Test site,RO,1,4,3,1,2,1,1,2,3,1,3,3,5,1,4,3,4,5,4,5,1,4,3,4,4,3,5,3,3,3,3,2,4,2,5,1,5,1,5,5,2,1,5,1,4,5,4,1,5,5,1.9,3.7,3.3,3.3,3.3
3,23,English (native),Male,Right,Test site,GB,4,5,4,5,5,5,4,3,4,5,2,5,5,5,1,2,5,5,5,5,4,5,1,5,5,5,5,4,5,3,2,3,5,1,1,1,1,4,1,2,5,5,5,5,5,5,5,5,5,5,4.4,4,4.2,2.1,5
3,14,Not English (native),Female,Right,Test site,IT,3,3,1,4,2,1,2,4,2,3,5,4,5,3,5,5,5,5,5,3,2,4,3,3,3,3,3,4,4,2,2,1,4,3,3,1,3,3,3,4,2,2,3,2,2,3,1,1,5,2,2.5,4.5,3.1,2.7,2.3
3,28,Not English (native),Female,Left,Test site,BR,4,2,5,5,5,5,3,4,4,3,3,3,5,2,5,3,3,1,4,4,5,5,4,5,4,5,5,5,5,4,4,2,3,2,2,2,2,2,3,2,4,5,5,5,4,5,5,5,5,5,4,3.3,4.7,2.4,4.8
3,61,English (native),Female,Right,Test site,US,3,5,5,4,5,5,4,4,4,4,3,3,4,4,2,2,3,2,2,2,5,5,4,5,5,4,5,4,5,3,4,2,3,4,2,2,2,4,2,4,5,4,5,3,4,5,5,5,4,4,4.3,2.7,4.5,2.9,4.4
1,24,Not English (native),Female,Right,Test site,BR,2,5,5,3,5,4,4,3,2,2,1,1,5,1,1,1,1,1,2,1,4,5,5,5,4,5,4,4,4,2,1,2,4,4,4,2,4,2,4,4,2,5,2,5,2,4,4,4,5,4,3.5,1.5,4.2,3.1,3.7
3,23,Not English (native),Male,Right,NA,MK,4,4,4,4,4,4,4,3,4,4,2,2,4,3,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,2,3,2,1,4,3,3,2,3,3,4,4,4,4,4,4,3,3,4,3.9,2.3,3.8,2.7,3.7
3,22,Not English (native),Female,Right,Test site,HU,1,1,1,1,1,1,1,1,2,1,5,5,5,1,5,5,5,5,5,5,2,1,4,1,1,3,1,1,2,1,2,5,3,5,4,5,1,5,3,5,4,3,4,3,1,4,4,4,1,1,1.1,4.6,1.7,3.8,2.9
4,24,Not English (native),Male,Right,Test site,IN,4,3,4,2,4,4,4,2,5,4,4,2,5,5,1,4,1,1,1,1,4,4,4,1,5,1,4,4,4,5,5,2,5,5,2,4,4,2,5,4,3,2,5,3,5,5,5,4,5,5,3.6,2.5,3.6,3.8,4.2
3,15,Not English (native),Male,Right,Test site,RS,4,5,4,4,4,4,4,4,5,4,3,3,3,2,3,2,2,2,4,2,4,4,3,4,5,4,5,3,4,4,2,2,3,3,2,3,4,2,2,4,2,3,4,3,4,5,3,2,3,4,4.2,2.6,4,2.7,3.3
11,29,Not English (native),Female,Right,Test site,ID,5,3,5,1,3,4,5,2,5,1,3,3,4,1,5,3,3,5,5,5,4,4,4,4,4,4,4,3,4,4,5,2,5,3,5,1,4,3,4,5,3,2,4,4,5,4,3,3,4,4,3.4,3.7,3.9,3.7,3.6
13,38,Not English (native),Male,Right,Test site,PE,3,1,5,3,4,5,5,3,4,1,2,3,3,2,1,3,1,2,1,2,3,4,5,4,4,3,4,1,4,5,4,2,5,5,3,1,5,5,3,5,5,5,5,3,4,5,5,5,5,4,3.4,2,3.7,3.8,4.6
9,24,Not English (native),Male,Right,Test site,IN,4,2,4,2,4,2,2,4,4,1,2,1,1,4,2,2,2,1,2,3,5,5,4,5,2,4,4,4,4,5,4,1,4,4,2,4,3,2,4,3,4,5,5,2,5,5,5,4,4,4,2.9,2,4.2,3.1,4.3
11,25,Not English (native),Female,Right,Test site,MY,2,3,3,3,3,3,4,3,4,2,4,3,4,4,3,3,4,4,4,4,2,4,3,3,3,4,4,3,3,3,3,2,3,2,2,3,4,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3.7,3.2,2.8,3.1
3,39,Not English (native),Male,Right,Test site,SK,2,2,4,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,4,5,5,5,5,4,4,5,4,5,4,5,5,4,5,5,5,5,5,5,5,2,4,3,3,5,5,4,2,2.1,1.4,4.2,4.8,3.8
13,44,Not English (native),Male,Right,Test site,AE,1,3,5,3,5,2,2,2,2,1,2,3,4,3,2,1,4,2,4,2,5,5,5,5,3,5,4,5,3,4,5,4,5,5,5,5,5,5,5,4,5,2,2,5,4,5,5,2,4,4,2.6,2.7,4.4,4.8,3.8
1,17,English (native),Male,Right,Test site,GB,3,5,2,3,5,3,3,1,2,3,5,4,5,4,5,3,4,5,2,5,3,4,2,2,4,4,4,2,3,5,4,4,5,3,4,5,5,4,4,4,3,2,5,5,5,5,1,4,5,5,3,4.2,3.3,4.2,4
3,32,Not English (native),Male,Right,Test site,BR,2,4,5,1,4,2,4,1,1,2,5,4,4,2,4,4,4,4,4,2,3,2,3,4,5,2,4,2,4,2,4,1,2,2,2,1,4,1,2,3,5,4,5,5,3,5,4,4,5,4,2.6,3.7,3.1,2.2,4.4
4,24,Not English (native),Male,Right,Test site,IN,2,3,3,3,3,5,3,5,5,4,3,2,4,4,4,5,5,5,5,2,2,4,2,4,4,4,4,3,4,4,4,2,4,4,4,1,4,4,3,4,4,5,4,4,4,4,5,4,3,4,3.6,3.9,3.5,3.4,4.1
3,34,English (native),Female,Right,Test site,US,2,3,4,3,3,4,3,2,3,2,4,3,4,3,3,4,3,3,3,2,4,4,5,4,4,5,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,4,3,3,3,2.9,3.2,4.1,3.8,3.7
3,20,English (native),Female,Right,Test site,GB,1,4,1,1,1,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,2,1,5,1,1,1,1,1,3,3,4,5,5,5,5,5,5,3,5,5,1.7,5,4.2,1.9,4.7
1,22,Not English (native),Female,Right,Test site,BR,1,3,1,1,1,2,1,1,1,1,3,2,5,3,4,4,4,4,4,4,3,2,3,3,1,3,1,3,3,3,4,2,5,2,3,2,4,3,3,5,5,4,5,2,3,5,5,5,5,5,1.3,3.7,2.5,3.3,4.4
3,17,Not English (native),Male,Right,Test site,DE,1,1,1,1,4,1,1,1,1,1,5,5,5,5,1,5,4,1,5,1,4,1,4,4,1,4,1,2,4,1,1,1,1,1,1,1,3,1,1,1,4,2,1,5,1,1,1,2,4,1,1.3,3.7,2.6,1.2,2.2
3,48,Not English (native),Female,Right,Test site,IT,1,2,5,3,5,3,3,1,5,3,2,5,3,1,3,1,3,3,1,1,5,5,5,3,3,5,1,4,5,5,5,4,5,1,5,2,5,5,5,5,3,5,3,2,5,1,5,5,5,5,3.1,2.3,4.1,4.2,3.9
3,27,Not English (native),Female,Right,Test site,RO,4,4,5,3,5,5,5,2,4,5,1,2,2,5,1,1,1,1,1,1,2,4,5,5,4,5,4,4,5,5,3,4,5,5,5,5,5,5,4,5,3,5,5,5,4,5,5,1,4,4,4.2,1.6,4.3,4.6,4.1
11,18,English (native),Female,Right,Test site,PH,1,4,1,3,4,4,3,2,1,4,5,3,4,5,5,5,4,4,5,4,2,3,1,1,1,2,3,2,1,2,2,3,2,1,2,1,2,1,1,4,4,1,3,2,4,5,4,3,4,4,2.7,4.4,1.8,1.9,3.4
3,28,English (native),Male,Right,Test site,US,4,5,4,5,5,5,5,4,5,4,4,3,4,2,3,1,2,2,2,1,4,5,2,4,5,4,5,5,3,5,3,2,2,3,2,2,4,2,3,2,4,4,4,4,5,5,4,4,4,5,4.6,2.4,4.2,2.5,4.3
3,42,Not English (native),Female,Right,NA,PT,1,4,3,1,3,4,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,5,3,5,4,4,2,5,2,2,4,4,4,5,5,5,4,5,5,4,2,4,2.3,1.1,1.7,3.5,4.3
4,25,Not English (native),Female,Right,Test site,PK,2,5,5,3,4,2,3,1,1,1,4,2,3,3,4,5,3,2,3,2,1,5,5,5,5,5,4,3,5,5,3,2,4,4,4,1,5,4,5,3,3,4,4,4,4,5,4,1,3,3,2.7,3.1,4.3,3.5,3.5
4,19,English (native),Female,Right,Test site,GB,4,5,5,4,5,5,2,4,4,2,5,4,5,5,5,5,5,5,5,4,5,5,4,4,1,5,4,2,5,3,4,4,4,1,1,2,1,1,1,2,4,4,4,4,4,5,4,4,2,4,4,4.8,3.8,2.1,3.9
3,23,English (native),Female,Right,NA,IT,3,4,4,4,4,4,4,2,4,2,4,2,4,4,2,1,5,5,1,4,5,4,5,4,5,1,5,4,4,4,2,2,4,2,2,4,4,4,2,4,4,4,5,5,4,5,4,4,5,4,3.5,3.2,4.1,3,4.4
3,25,Not English (native),Female,Right,NA,MT,2,3,1,2,3,5,1,3,3,1,2,4,3,4,1,2,3,2,3,4,3,3,4,3,4,2,4,4,2,2,4,1,4,4,2,1,3,2,3,1,5,2,4,2,4,5,5,4,4,3,2.4,2.8,3.1,2.5,3.8
3,17,Not English (native),Female,Right,Test site,RO,2,4,3,3,3,2,2,5,4,2,5,2,4,3,5,5,4,3,5,2,3,4,2,4,5,4,4,4,3,3,3,4,3,1,4,2,3,1,1,2,2,4,3,1,4,5,4,3,4,4,3,3.8,3.6,2.4,3.4
5,17,Not English (native),Female,Left,Test site,DK,1,4,3,2,2,2,1,1,4,1,5,2,5,3,2,5,4,2,3,3,3,3,5,5,5,5,4,5,5,5,4,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2.1,3.4,4.5,4.5,5
3,35,English (native),Female,Right,Test site,GB,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,3,1,5,1,1,1,5,1,5,5,1,1,5,1,5,5,5,1,5,5,1,5,3.4,2.8,3.4
4,25,Not English (native),Female,Right,Test site,IN,2,2,3,2,3,4,3,2,3,2,5,4,5,4,4,5,4,4,5,4,4,3,3,5,3,3,3,4,5,3,4,5,5,4,3,4,4,4,4,4,5,2,4,4,5,5,5,5,5,4,2.6,4.4,3.6,4.1,4.4
3,33,Not English (native),Male,Right,Test site,IT,3,2,4,2,3,2,3,3,2,1,2,2,4,2,4,4,4,1,5,3,3,5,3,5,5,4,5,3,4,5,4,4,5,2,2,5,3,3,5,5,4,5,5,5,5,5,5,2,5,4,2.5,3.1,4.2,3.8,4.5
3,31,Not English (native),Female,Right,Test site,ZA,3,2,3,4,1,2,1,3,3,1,4,3,4,4,4,4,5,4,5,2,3,3,3,3,2,4,2,2,3,3,2,2,5,2,2,2,4,4,2,4,3,5,5,5,5,5,5,2,5,4,2.3,3.9,2.8,2.9,4.4
3,48,English (native),Female,Right,Google,US,4,5,5,5,5,5,5,5,5,5,2,3,3,3,3,2,4,3,4,2,5,4,1,5,3,3,3,4,5,4,2,1,4,4,3,4,5,5,5,2,5,2,3,4,5,4,3,5,4,4,4.9,2.9,3.7,3.5,3.9
11,25,Not English (native),Female,Right,Test site,ID,3,4,4,4,3,4,3,3,4,4,2,2,3,2,2,2,4,4,3,2,4,3,4,4,4,4,4,4,3,3,3,2,4,4,3,2,3,3,3,2,3,4,4,4,4,4,4,3,4,4,3.6,2.6,3.7,2.9,3.8
6,17,Not English (native),Female,Right,Test site,DZ,3,2,3,2,2,5,2,2,2,1,1,1,2,3,3,2,2,2,1,3,2,2,4,3,2,4,2,3,4,4,1,3,4,2,1,2,3,2,1,3,4,4,4,4,4,4,4,3,4,4,2.4,2,3,2.2,3.9
3,27,Not English (native),Female,Right,Test site,IT,3,5,2,5,2,5,2,1,1,3,5,5,5,5,1,5,5,5,5,1,5,1,4,5,5,3,5,5,5,5,2,5,2,4,1,5,1,5,3,4,2,5,2,5,3,3,4,1,3,2,2.9,4.2,4.3,3.2,3
11,16,English (native),Female,Right,Test site,AU,3,4,4,3,3,2,2,2,4,1,3,2,4,1,4,3,3,2,4,1,5,5,4,5,4,4,4,5,5,4,2,4,4,4,2,2,4,4,3,3,3,4,4,5,3,4,4,3,5,3,2.8,2.7,4.5,3.2,3.8
1,14,English (native),Female,Right,Test site,US,3,3,5,3,4,2,2,2,4,3,4,2,5,5,4,2,3,2,3,1,5,3,3,5,5,4,4,4,5,3,2,4,4,2,1,3,2,3,5,3,3,2,5,2,3,1,4,2,5,3,3.1,3.1,4.1,2.9,3
3,29,English (native),Male,Left,NA,AU,1,1,2,2,1,4,1,2,2,1,4,3,4,5,3,2,2,2,3,4,4,3,3,3,3,3,3,3,3,2,5,5,5,4,2,4,5,4,4,3,3,3,4,3,4,5,4,2,5,4,1.7,3.2,3,4.1,3.7
3,29,English (native),Male,Right,Test site,GB,3,4,4,5,5,5,5,5,5,2,4,4,5,5,4,1,5,4,4,5,3,3,4,2,3,3,2,4,3,5,2,1,3,2,1,4,4,4,3,2,5,4,5,5,5,5,5,5,4,5,4.3,4.1,3.2,2.6,4.8
3,17,Not English (native),Female,Right,Test site,LT,2,1,3,2,3,2,2,3,4,1,5,3,4,2,2,5,5,5,5,2,2,2,4,4,2,4,1,4,5,5,4,2,4,3,5,5,4,5,1,4,5,2,3,3,5,5,5,5,5,5,2.3,3.8,3.3,3.7,4.3
3,21,Not English (native),Female,Right,Test site,IT,1,1,1,1,2,1,1,3,3,1,5,3,4,2,5,5,4,5,5,4,4,2,4,2,2,4,2,1,4,3,4,4,4,3,4,4,5,3,5,4,5,4,5,4,5,5,5,5,5,5,1.5,4.2,2.8,4,4.8
3,40,Not English (native),Female,Right,Test site,IT,2,3,3,3,4,4,2,4,4,1,2,3,2,3,1,2,2,2,2,2,4,2,5,3,4,4,4,3,3,4,3,3,3,2,3,4,3,5,3,2,4,4,3,2,4,4,5,3,3,4,3,2.1,3.6,3.1,3.6
13,27,Not English (native),Female,Right,Test site,BR,4,4,4,4,3,4,4,3,5,3,5,4,5,5,4,5,5,5,4,5,5,4,4,4,4,3,5,3,5,3,3,3,3,3,3,4,4,4,4,5,4,5,4,5,3,3,5,4,4,4,3.8,4.7,4,3.6,4.1
3,42,Not English (native),Female,Right,Test site,IT,1,4,5,1,4,5,3,1,5,1,2,3,2,2,1,2,3,1,3,2,4,5,5,5,5,1,5,4,5,5,3,1,3,3,3,1,2,3,2,2,5,5,4,5,3,4,5,4,5,3,3,2.1,4.4,2.3,4.3
4,26,Not English (native),Female,Right,Test site,IN,5,5,5,5,5,5,1,1,5,4,3,2,3,3,3,2,3,4,2,3,1,5,5,5,5,5,3,5,5,5,3,4,5,2,2,1,1,1,1,3,2,3,5,5,4,5,3,4,3,4,4.1,2.8,4.4,2.3,3.8
3,17,English (native),Female,Right,Test site,PK,1,1,1,1,2,2,1,2,3,1,5,4,5,5,5,5,4,5,4,5,4,4,2,5,5,5,5,5,4,3,2,2,3,1,2,2,4,1,2,3,4,2,4,3,2,3,2,5,5,3,1.5,4.7,4.2,2.2,3.3
11,24,Not English (native),Male,Right,Test site,IN,2,5,4,3,5,4,2,3,5,3,4,3,3,3,2,3,2,1,2,1,1,5,3,5,5,4,3,4,4,5,3,3,4,3,5,4,5,3,4,3,4,3,5,5,5,5,4,2,3,4,3.6,2.4,3.9,3.7,4
4,23,Not English (native),Male,Right,Test site,IN,4,4,4,3,4,4,4,4,5,3,3,2,4,4,1,2,2,1,2,1,2,4,5,4,4,4,5,4,4,4,4,3,4,5,4,5,5,5,4,4,3,4,3,4,4,4,4,2,4,4,3.9,2.2,4,4.3,3.6
13,51,Not English (native),Male,Right,Test site,DK,1,4,5,4,4,5,4,2,5,3,1,1,4,2,2,1,1,1,1,1,5,5,5,4,5,4,5,4,4,5,3,2,3,5,4,3,2,3,2,4,4,5,1,4,5,5,5,3,4,5,3.7,1.5,4.6,3.1,4.1
